name
Lars Christian Moldestad
Mikael Andersen Baisotti
Carl William Lafquist-Lygre
Leo Erik Jean Cornic
Andreas Rædergård Schjelderup
Oskar Siira Sivertsen
Odin Thiago Holm
Seedy Jatta
Runar Hauge
Brede Frøysa
Lennart Andal
Jesper Fiksdal
Sander Johan Christiansen
Harald Nilsen Tangen
Xiaolong You
Tobias Fjeld Gulliksen
Iben Wettermark Bergenheim
Thomas Grevsnes Rekdal
Leo Fuhr Hjelde
Harald Jørgensen
Sixten Cappelen Abrahamsen
Martin Helmer Rusten
Storm Espolin Andersen
Vegard Storsve
Andreas Endresen
Jonathan Lein Valberg
David Sissoko
Harald Martin Hauso
Kristian Fredrik Malt Arnstad
Sebastian Stokke
Jesper Bergset Robertsen
Jasper Silva Torkildsen
Christopher Georgiou Hurleen
Martin Bech Riisnæs
Shahram Rashid Majid Jabari
Mathias Johan Fjørtoft Løvik
Peter Bjerke
Alexander Hrcka Sannes
Mikal Berg Kvinge
Ole Martin Lekven Kolskogen
Syver Skundberg Skeide
Frank Stople
Oscar Bobb
Apipon Tongnoy
Olav Lilleøren Veum
Isak Tomar Hjorteseth
Sander Tangvik
Henrik Webb Dahl
Daniel Kubrom Hamde
Trygve Solberg Aarstad
Sebastian Sørlie Henriksen
Rasmus Semundseth Sandberg
Cayetano Gutierrez Rossvær
Isak Midttun Solberg
Magnus Bech Riisnæs
Christos Zafeiris
Nor Raad Taher Amshatat
Bryan Solhaug Fiabema
Iver Flønes
Henrik Kjeilen Steinseide
Uranik Seferi
Rahul Sharma
Robin Bjørkås Skrogstad
Kristian Bell
Lukas Thorsen Håll
Berkay Duman
Audun Engen Vik
Niklas Haugland Edris
Noah Jean Holm
Daniel Seland Karlsbakk
Herman Hammy Geelmuyden
Mikkel Tveiten
Fredrik Oppegård
Oscar Aga
Marcus Ellingsen Andersen
Andreas Brede Albertsen
Oskar Aron Opsahl
Thello Aasgaard
Keerat Singh Mann
Marius Berg Fossum
Sivert Heggheim Mannsverk
Vegard Johnsen
Brage Skaret
Sander Eng Strand
Christian Ludvig Qvenild Bergh
Nils Vallotto
Josef Brian Baccay
Mathias Ullereng Kjølø
Nicolai Alexander Georgsen Skoglund
Marius Amundsen Ulla
Noah Bech Hermansen
Sivert Hagen Jarmund
Mathias Andreas Bauer
Kristian Bernt Torgersen
Marius Aleksander Bjerkholt
Adhurim Mjekiqi
Joshua Gaston Kitolano
Johan Meldalen Olstad
Edvard Sandvik Tagseth
Max Normann Williamsen
Jørgen Johnsen
Syver Aas
Leander-Nikolai Jacobsen Høyvik
Sondre Auklend
David Andreas Tufta
Håvar Kleppe
Lars Erik Sødal
Kornelius Normann Hansen
Isak Hansen-Aarøen
Philip Grønnern Ekeberg
Jonas Skjerven Valland
Håvard Hetle
Martin Andersen
Kristoffer Forgaard Paulsen
Nicolas Pignatel Jenssen
Mikail Maden
Kreshnik Krasniqi
Jørgen Strand Larsen
Tobias Christensen
Kristian Bjåmer
Elias Martin Flø
Anders Myking Waagan
Enock Mawete Mwimba
Sondre Skogen
Kevin Martin Krygård
Halldor Østervold Stenevik
Lars Martin Kvarekvål
Hugo Vegard Vetlesen
Mohammed Amin Mohammedi
Andreas Uran
Fabian Filip Rimestad
Erling Braut Haaland
Håkon Evjen
Markus Solbakken
Anas Farah Ali
Erik Botheim
Henrik Åsali Hanssen
Edvin Hassel Grevskott
Mikael Birk Giæver Ugland
Brede Sandmoen
Johan Hove
Kristoffer-August Sundquist Klaesson
Hermann Ræstad
Erik Tobias Tangen Sandberg
Emil Kalsaas
Colin Rösler
Marius Bustgaard Larsen
Jesper Norman Daland
